id,name,characters,fontFamily,fontSize,positionX,positionY,width,height
144:4141,4,4,Inter,16,-933.5,12717.5,11,19
144:4142,Reconcile Data,Reconcile Data,Inter,16,-894,12717.5,238,19
144:4144,Recommended,Recommended,Inter,12,-628,12719.5,87,15
144:4147,State Application,State Application,Inter,18,-946,12772,176,22
144:4148,Download,Download,Inter,14,-611,12774.892578125,115,17
144:4151,Select State,Select State,Inter,14,-946,12807,81,17
144:4154,Select,Select,Inter,12,-934.953125,12841.005859375,36,15
144:4157,Include Supporting Docs,Include Supporting Docs,Inter,14,-723.46875,12840,163,17
144:4158,Communications (56),Communications (56) ,Inter,24,-451,12189,693,32
144:4161,Received,Received,Inter,14,-461,12244,507,17
144:4162,Actions,Actions,Inter,14,158,12244,139,17
144:4168,5 hours ago,5 hours ago,Inter,12,-420,12246,68,15
144:4170,System Maintenance Notice,System Maintenance Notice,Inter,14,-420,12261,193,22
144:4172,Broadcast,Broadcast,Inter,10,-199,12266,49,12
144:4173,CAQH will be undergoing scheduled maintenance on 4/2/2025 at 6:00pm. Access may be temporarily unavailable.,CAQH will be undergoing scheduled maintenance on 4/2/2025 at 6:00pm. Access may be temporarily unavailable.,Inter,14,-420,12283,501,44
144:4227,5 hours ago,5 hours ago,Inter,12,-420,12356,68,15
144:4229,Directory Confirmation Expiration,Directory Confirmation Expiration,Inter,14,-420,12371,231,22
144:4231,Broadcast,Broadcast,Inter,10,-161,12376,49,12
144:4232,13 days until your directory confirmation expires.,13 days until your directory confirmation expires.,Inter,14,-420,12393,322,22
144:4238,9 hours ago,9 hours ago,Inter,12,-420,12444,68,15
144:4240,New Feature,New Feature,Inter,14,-420,12459,86,22
144:4242,Broadcast,Broadcast,Inter,10,-306,12464,49,12
144:4243,Introducing bulk updates for directory data! Learn how to update multiple locations at once.,Introducing bulk updates for directory data! Learn how to update multiple locations at once.,Inter,14,-420,12481,501,44
144:4249,Yesterday,Yesterday,Inter,12,-420,12554,57,15
144:4253,Surrogate Request,Surrogate Request,Inter,14,-420,12569,129,22
144:4255,Surrogate,Surrogate,Inter,10,-263,12574,48,12
144:4256,Stacy Stars has submitted updates to your practice locations. Please verify and approve.,Stacy Stars has submitted updates to your practice locations. Please verify and approve.,Inter,14,-420,12591,490,44
144:4258,Review,Review,Inter,12,-396,12652.5,42,15
144:4264,March 19 at 2:45 PM,March 19 at 2:45 PM,Inter,12,-420,12702,118,15
144:4266,Attestation Required,Attestation Required,Inter,14,-420,12717,142,22
144:4268,Broadcast,Broadcast,Inter,10,-250,12722,49,12
144:4269,You have made changes to your profile since your last attestation. You must attest for Parti...,You have made changes to your profile since your last attestation. You must attest for Parti...,Inter,14,-420,12739,501,44
144:4275,March 15 at 2:45 PM,March 15 at 2:45 PM,Inter,12,-420,12812,117,15
144:4277,Review Required,Review Required,Inter,14,-420,12827,115,22
144:4279,Broadcast,Broadcast,Inter,10,-277,12832,49,12
144:4280,6 Credentialing fields flagged for review.,6 Credentialing fields flagged for review.,Inter,14,-420,12849,428,22
144:4284,All Communications,All Communications,Inter,12,141.046875,12198.005859375,112,15
I465:4622;2919:262711,Tutorial Mode,Dark Mode,Inter,12,-1073,14227,63,15
I465:4622;2919:262714,Get to know our features,Get to know our features,Inter,14,-982,14228,167,17
I465:4622;2919:262715,Select,Select ,Inter,14,-982,14205,44,17
I465:4622;2919:262716,icon to,icon to ,Inter,14,-895,14205,46,17
465:4625,To-Do Status,To-Do Status,Inter,12,-1082.5,14321,82,15
465:4627,100%,100%,Inter,16,-1063,14279,43,19
I465:4660;1231:59477,Search,Search ,Inter,18,-438.5555419921875,13389,60,22
465:4662,Help,Help,Inter,16,206,13388.5,36,19
465:4664,KP,KP,Inter,16,282.5,13388.5,21,19
465:4666,CAQH ID: 1726389,CAQH ID: 1726389,Inter,14,-946,13485,445,17
465:4667,"Welcome Back, Kendra Patel","Welcome Back,
Kendra Patel ",Inter,36,-946,13513,445,88
465:4668,Credentialing Application,Credentialing Application,Inter,18,-461,13482,225,22
465:4669,Progress: 88%,Progress: 88%,Inter,14,-461,13520,97,17
465:4670,Last Attested 12/21/24,Last Attested 12/21/24,Inter,14,-259,13520,150,17
465:4674,View Summary,View Summary,Inter,14,-485,13576,139,22
465:4676,Continue,Continue,Inter,14,-199,13578.5,62,17
465:4677,Directory Information,Directory Information,Inter,18,-46,13482,189,22
465:4678,Progress: 0%,Progress: 0%,Inter,14,-46,13520,88,17
465:4679,Last Confirmed --/--/--,Last Confirmed --/--/--,Inter,14,152,13520,154,17
465:4683,View Summary,View Summary,Inter,14,-73,13576,141,22
465:4685,Begin,Begin,Inter,14,239,13578.5,39,17
465:4686,To Do (29),To Do (29) ,Inter,24,-946,13660,120,31.56109619140625
465:4687,View All,View All,Inter,14,-598,13664.892578125,84,21
465:4688,Estimated completion time 1hr 15 min,Estimated completion time 1hr 15 min,Inter,14,-946,13696.560546875,425,18.501331329345703
465:4689,Item,Item,Inter,14,-946,13744,307,19
465:4690,Status,Status,Inter,14,-634,13744,45,17
465:4693,12,12,Inter,16,-937,13804.5,18,19
465:4694,Missing Required Fields,Missing Required Fields,Inter,16,-894,13804.5,237,19
465:4696,Not Done,Not Done,Inter,12,-629,13806.5,54,15
465:4699,1,1,Inter,16,-932,13868.5,8,19
465:4700,Missing Required Documents,Missing Required Documents,Inter,16,-894,13868.5,237,19
465:4702,Not Done,Not Done,Inter,12,-629,13870.5,54,15
465:4705,6,6,Inter,16,-933.5,13932.5,11,19
465:4706,Resolve Credentialing Flags,Resolve Credentialing Flags,Inter,16,-894,13932.5,237,19
465:4708,Not Done,Not Done,Inter,12,-629,13934.5,54,15
465:4711,4,4,Inter,16,-933.5,13996.5,11,19
465:4712,Resolve Directory Flags,Resolve Directory Flags,Inter,16,-894,13996.5,237,19
465:4714,Not Done,Not Done,Inter,12,-629,13998.5,54,15
465:4717,1,1,Inter,16,-932,14060.5,8,19
465:4718,Begin Directory Data,Begin Directory Data,Inter,16,-894,14060.5,238,19
465:4720,Begin,Begin,Inter,12,-628,14062.5,33,15
465:4723,4,4,Inter,16,-933.5,14124.5,11,19
465:4724,Reconcile Data,Reconcile Data,Inter,16,-894,14124.5,238,19
465:4726,Recommended,Recommended,Inter,12,-628,14126.5,87,15
469:4753,4,4,Inter,16,-933.5,14184.5,11,19
469:4754,Reconcile Data,Reconcile Data,Inter,16,-894,14184.5,238,19
469:4756,Recommended,Recommended,Inter,12,-628,14186.5,87,15
469:4760,4,4,Inter,16,-933.5,14244.5,11,19
469:4761,Reconcile Data,Reconcile Data,Inter,16,-894,14244.5,238,19
469:4763,Recommended,Recommended,Inter,12,-628,14246.5,87,15
465:4749,Communications (56),Communications (56) ,Inter,24,-451,13660,693,32
465:4752,Received,Received,Inter,14,-461,13715,507,17
465:4753,Actions,Actions,Inter,14,158,13715,139,17
465:4759,5 hours ago,5 hours ago,Inter,12,-420,13717,68,15
465:4761,System Maintenance Notice,System Maintenance Notice,Inter,14,-420,13732,193,22
465:4763,Broadcast,Broadcast,Inter,10,-199,13737,49,12
465:4764,CAQH will be undergoing scheduled maintenance on 4/2/2025 at 6:00pm. Access may be temporarily unavailable.,CAQH will be undergoing scheduled maintenance on 4/2/2025 at 6:00pm. Access may be temporarily unavailable.,Inter,14,-420,13754,501,44
465:4818,5 hours ago,5 hours ago,Inter,12,-420,13827,68,15
465:4820,Directory Confirmation Expiration,Directory Confirmation Expiration,Inter,14,-420,13842,231,22
465:4822,Broadcast,Broadcast,Inter,10,-161,13847,49,12
465:4823,13 days until your directory confirmation expires.,13 days until your directory confirmation expires.,Inter,14,-420,13864,322,22
465:4829,9 hours ago,9 hours ago,Inter,12,-420,13915,68,15
465:4831,New Feature,New Feature,Inter,14,-420,13930,86,22
465:4833,Broadcast,Broadcast,Inter,10,-306,13935,49,12
465:4834,Introducing bulk updates for directory data! Learn how to update multiple locations at once.,Introducing bulk updates for directory data! Learn how to update multiple locations at once.,Inter,14,-420,13952,501,44
465:4840,Yesterday,Yesterday,Inter,12,-420,14025,57,15
465:4844,Surrogate Request,Surrogate Request,Inter,14,-420,14040,129,22
465:4846,Surrogate,Surrogate,Inter,10,-263,14045,48,12
465:4847,Stacy Stars has submitted updates to your practice locations. Please verify and approve.,Stacy Stars has submitted updates to your practice locations. Please verify and approve.,Inter,14,-420,14062,490,44
465:4849,Review,Review,Inter,12,-396,14123.5,42,15
465:4855,March 19 at 2:45 PM,March 19 at 2:45 PM,Inter,12,-420,14173,118,15
465:4857,Attestation Required,Attestation Required,Inter,14,-420,14188,142,22
465:4859,Broadcast,Broadcast,Inter,10,-250,14193,49,12
465:4860,You have made changes to your profile since your last attestation. You must attest for Parti...,You have made changes to your profile since your last attestation. You must attest for Parti...,Inter,14,-420,14210,501,44
465:4866,March 15 at 2:45 PM,March 15 at 2:45 PM,Inter,12,-420,14283,117,15
465:4868,Review Required,Review Required,Inter,14,-420,14298,115,22
465:4870,Broadcast,Broadcast,Inter,10,-277,14303,49,12
465:4871,6 Credentialing fields flagged for review.,6 Credentialing fields flagged for review.,Inter,14,-420,14320,428,22
465:4875,All Communications,All Communications,Inter,12,141.046875,13669.005859375,112,15
I156:2282;2919:262711,Tutorial Mode,Dark Mode,Inter,12,16688,-896,63,15
I156:2282;2919:262714,Get to know our features,Get to know our features,Inter,14,16779,-895,167,17
I156:2282;2919:262715,Select,Select ,Inter,14,16779,-918,44,17
I156:2282;2919:262716,icon to,icon to ,Inter,14,16866,-918,46,17
156:2285,To-Do Status,To-Do Status,Inter,12,16678.5,-802,82,15
156:2287,100%,100%,Inter,16,16698,-844,43,19
I156:2320;1231:59477,Search,Search ,Inter,18,17322.4453125,-1734,60,22
156:2322,Help,Help,Inter,16,17967,-1734.5,36,19
156:2324,KP,KP,Inter,16,18043.5,-1734.5,21,19
156:2326,CAQH ID: 1726389,CAQH ID: 1726389,Inter,14,16815,-1638,445,17
156:2327,"Welcome Back, Kendra Patel","Welcome Back,
Kendra Patel ",Inter,36,16815,-1610,445,88
156:2328,Credentialing Application,Credentialing Application,Inter,18,17300,-1641,225,22
156:2329,Progress: 88%,Progress: 88%,Inter,14,17300,-1603,97,17
156:2330,Last Attested 12/21/24,Last Attested 12/21/24,Inter,14,17502,-1603,150,17
156:2334,View Summary,View Summary,Inter,14,17276,-1547,139,22
156:2336,Continue,Continue,Inter,14,17562,-1544.5,62,17
156:2337,Directory Information,Directory Information,Inter,18,17715,-1641,189,22
156:2338,Progress: 0%,Progress: 0%,Inter,14,17715,-1603,88,17
156:2339,Last Confirmed --/--/--,Last Confirmed --/--/--,Inter,14,17913,-1603,154,17
156:2343,View Summary,View Summary,Inter,14,17688,-1547,141,22
156:2345,Begin,Begin,Inter,14,18000,-1544.5,39,17
156:2346,To Do (29),To Do (29) ,Inter,24,16815,-1463,120,31.56109619140625
156:2347,View All,View All,Inter,14,17163,-1458.10693359375,84,21
156:2348,Estimated completion time 1hr 15 min,Estimated completion time 1hr 15 min,Inter,14,16815,-1426.43896484375,425,18.501331329345703
156:2349,Item,Item,Inter,14,16815,-1379,307,19
156:2350,Status,Status,Inter,14,17127,-1379,45,17
156:2353,12,12,Inter,16,16824,-1318.5,18,19
156:2354,Missing Required Fields,Missing Required Fields,Inter,16,16867,-1318.5,237,19
156:2356,Not Done,Not Done,Inter,12,17132,-1316.5,54,15
156:2359,1,1,Inter,16,16829,-1254.5,8,19
156:2360,Missing Required Documents,Missing Required Documents,Inter,16,16867,-1254.5,237,19
156:2362,Not Done,Not Done,Inter,12,17132,-1252.5,54,15
156:2365,6,6,Inter,16,16827.5,-1190.5,11,19
156:2366,Resolve Credentialing Flags,Resolve Credentialing Flags,Inter,16,16867,-1190.5,237,19
156:2368,Not Done,Not Done,Inter,12,17132,-1188.5,54,15
156:2371,4,4,Inter,16,16827.5,-1126.5,11,19
156:2372,Resolve Directory Flags,Resolve Directory Flags,Inter,16,16867,-1126.5,237,19
156:2374,Not Done,Not Done,Inter,12,17132,-1124.5,54,15
156:2377,1,1,Inter,16,16829,-1062.5,8,19
156:2378,Begin Directory Data,Begin Directory Data,Inter,16,16867,-1062.5,238,19
156:2380,Begin,Begin,Inter,12,17133,-1060.5,33,15
156:2383,4,4,Inter,16,16827.5,-998.5,11,19
156:2384,Reconcile Data,Reconcile Data,Inter,16,16867,-998.5,238,19
156:2386,Recommended,Recommended,Inter,12,17133,-996.5,87,15
156:2392,4,4,Inter,16,16827.5,-934.5,11,19
156:2393,Reconcile Data,Reconcile Data,Inter,16,16867,-934.5,238,19
156:2395,Recommended,Recommended,Inter,12,17133,-932.5,87,15
156:2398,State Application,State Application,Inter,18,16815,-880,176,22
156:2399,Download,Download,Inter,14,17150,-877.10693359375,115,17
156:2402,Select State,Select State,Inter,14,16815,-845,81,17
156:2405,Select,Select,Inter,12,16826.046875,-810.9935913085938,36,15
156:2408,Include Supporting Docs,Include Supporting Docs,Inter,14,17037.53125,-812,163,17
156:2409,Communications (56),Communications (56) ,Inter,24,17310,-1463,693,32
156:2412,Received,Received,Inter,14,17300,-1408,507,17
156:2413,Actions,Actions,Inter,14,17919,-1408,139,17
156:2419,5 hours ago,5 hours ago,Inter,12,17341,-1406,68,15
156:2421,System Maintenance Notice,System Maintenance Notice,Inter,14,17341,-1391,193,22
156:2423,Broadcast,Broadcast,Inter,10,17562,-1386,49,12
156:2424,CAQH will be undergoing scheduled maintenance on 4/2/2025 at 6:00pm. Access may be temporarily unavailable.,CAQH will be undergoing scheduled maintenance on 4/2/2025 at 6:00pm. Access may be temporarily unavailable.,Inter,14,17341,-1369,501,44
156:2478,5 hours ago,5 hours ago,Inter,12,17341,-1296,68,15
156:2480,Directory Confirmation Expiration,Directory Confirmation Expiration,Inter,14,17341,-1281,231,22
156:2482,Broadcast,Broadcast,Inter,10,17600,-1276,49,12
156:2483,13 days until your directory confirmation expires.,13 days until your directory confirmation expires.,Inter,14,17341,-1259,322,22
156:2489,9 hours ago,9 hours ago,Inter,12,17341,-1208,68,15
156:2491,New Feature,New Feature,Inter,14,17341,-1193,86,22
156:2493,Broadcast,Broadcast,Inter,10,17455,-1188,49,12
156:2494,Introducing bulk updates for directory data! Learn how to update multiple locations at once.,Introducing bulk updates for directory data! Learn how to update multiple locations at once.,Inter,14,17341,-1171,501,44
156:2500,Yesterday,Yesterday,Inter,12,17341,-1098,57,15
156:2504,Surrogate Request,Surrogate Request,Inter,14,17341,-1083,129,22
156:2506,Surrogate,Surrogate,Inter,10,17498,-1078,48,12
156:2507,Stacy Stars has submitted updates to your practice locations. Please verify and approve.,Stacy Stars has submitted updates to your practice locations. Please verify and approve.,Inter,14,17341,-1061,490,44
156:2509,Review,Review,Inter,12,17365,-999.5,42,15
156:2515,March 19 at 2:45 PM,March 19 at 2:45 PM,Inter,12,17341,-950,118,15
156:2517,Attestation Required,Attestation Required,Inter,14,17341,-935,142,22
156:2519,Broadcast,Broadcast,Inter,10,17511,-930,49,12
156:2520,You have made changes to your profile since your last attestation. You must attest for Parti...,You have made changes to your profile since your last attestation. You must attest for Parti...,Inter,14,17341,-913,501,44
156:2526,March 15 at 2:45 PM,March 15 at 2:45 PM,Inter,12,17341,-840,117,15
156:2528,Review Required,Review Required,Inter,14,17341,-825,115,22
156:2530,Broadcast,Broadcast,Inter,10,17484,-820,49,12
156:2531,6 Credentialing fields flagged for review.,6 Credentialing fields flagged for review.,Inter,14,17341,-803,428,22
156:2535,All Communications,All Communications,Inter,12,17902.046875,-1453.99365234375,112,15
I105:3210;2919:262711,Tutorial Mode,Dark Mode,Inter,12,16,-534,63,15
I105:3210;2919:262714,Get to know our features,Get to know our features,Inter,14,107,-533,167,17
I105:3210;2919:262715,Select,Select ,Inter,14,107,-556,44,17
I105:3210;2919:262716,icon to,icon to ,Inter,14,194,-556,46,17
105:3213,To-Do Status,To-Do Status,Inter,12,6.5,-393,82,15
105:3215,86%,86%,Inter,16,30,-435,35,19
I105:3248;1231:59477,Search,Search ,Inter,18,650.4444580078125,-1332,60,22
105:3250,Help Chat,Help Chat,Inter,16,1092,-1332.5,76,19
105:3252,KP,KP,Inter,16,1371.5,-1332.5,21,19
111:2056,CAQH ID: 1726389,CAQH ID: 1726389,Inter,14,1200,-1332,128,17
105:3255,"Welcome Back, Kendra Patel","Welcome Back,
Kendra Patel ",Inter,36,143,-1242,445,88
105:3256,Credentialing Application,Credentialing Application,Inter,18,628,-1239,225,22
105:3257,Progress: 88%,Progress: 88%,Inter,14,628,-1201,97,17
105:3258,Last Attested 12/21/24,Last Attested 12/21/24,Inter,14,830,-1201,150,17
105:3262,View Summary,View Summary,Inter,14,604,-1145,139,22
105:3264,Continue,Continue,Inter,14,890,-1142.5,62,17
105:3265,Directory Information,Directory Information,Inter,18,1043,-1239,189,22
105:3266,Progress: 0%,Progress: 0%,Inter,14,1043,-1201,88,17
105:3267,Last Confirmed --/--/--,Last Confirmed --/--/--,Inter,14,1241,-1201,154,17
105:3271,View Summary,View Summary,Inter,14,1016,-1145,141,22
105:3273,Begin,Begin,Inter,14,1328,-1142.5,39,17
105:3274,To Do (29),To Do (29) ,Inter,24,143,-1061,120,31.56109619140625
105:3275,View All,View All,Inter,14,491,-1056.10693359375,84,21
105:3276,Estimated completion time 1hr 15 min,Estimated completion time 1hr 15 min,Inter,14,143,-1024.43896484375,425,18.501331329345703
105:3277,Item,Item,Inter,14,143,-977,307,19
105:3278,Status,Status,Inter,14,455,-977,45,17
105:3281,12,12,Inter,16,152,-916.5,18,19
105:3282,Missing Required Fields,Missing Required Fields,Inter,16,195,-916.5,237,19
105:3284,Not Done,Not Done,Inter,12,460,-914.5,54,15
105:3287,1,1,Inter,16,157,-852.5,8,19
105:3288,Missing Required Documents,Missing Required Documents,Inter,16,195,-852.5,237,19
105:3290,Not Done,Not Done,Inter,12,460,-850.5,54,15
105:3293,6,6,Inter,16,155.5,-788.5,11,19
105:3294,Resolve Credentialing Flags,Resolve Credentialing Flags,Inter,16,195,-788.5,237,19
105:3296,Not Done,Not Done,Inter,12,460,-786.5,54,15
105:3299,4,4,Inter,16,155.5,-724.5,11,19
105:3300,Resolve Directory Flags,Resolve Directory Flags,Inter,16,195,-724.5,237,19
105:3302,Not Done,Not Done,Inter,12,460,-722.5,54,15
105:3305,1,1,Inter,16,157,-660.5,8,19
105:3306,Begin Directory Data,Begin Directory Data,Inter,16,195,-660.5,238,19
105:3308,Begin,Begin,Inter,12,461,-658.5,33,15
105:3311,4,4,Inter,16,155.5,-596.5,11,19
105:3312,Reconcile Data,Reconcile Data,Inter,16,195,-596.5,238,19
105:3314,Recommended,Recommended,Inter,12,461,-594.5,87,15
105:3320,4,4,Inter,16,155.5,-532.5,11,19
105:3321,Reconcile Data,Reconcile Data,Inter,16,195,-532.5,238,19
